Periodo,Industria,Genero,Valor
dic-11,Agencias de empleo temporario,Mujeres,4136.5
ene-12,Agencias de empleo temporario,Mujeres,3532.4
feb-12,Agencias de empleo temporario,Mujeres,3535.6
mar-12,Agencias de empleo temporario,Mujeres,3555.4
abr-12,Agencias de empleo temporario,Mujeres,3609.2
may-12,Agencias de empleo temporario,Mujeres,3780.2
jun-12,Agencias de empleo temporario,Mujeres,5158.5
jul-12,Agencias de empleo temporario,Mujeres,4049.6
ago-12,Agencias de empleo temporario,Mujeres,4102.7
sep-12,Agencias de empleo temporario,Mujeres,4038.6
oct-12,Agencias de empleo temporario,Mujeres,4191.6
nov-12,Agencias de empleo temporario,Mujeres,4288
dic-12,Agencias de empleo temporario,Mujeres,5364.8
ene-13,Agencias de empleo temporario,Mujeres,4629.9
feb-13,Agencias de empleo temporario,Mujeres,4730.2
mar-13,Agencias de empleo temporario,Mujeres,4576.8
abr-13,Agencias de empleo temporario,Mujeres,4585.9
may-13,Agencias de empleo temporario,Mujeres,4989.3
jun-13,Agencias de empleo temporario,Mujeres,6654.8
jul-13,Agencias de empleo temporario,Mujeres,5137
ago-13,Agencias de empleo temporario,Mujeres,5088.5
sep-13,Agencias de empleo temporario,Mujeres,5202
oct-13,Agencias de empleo temporario,Mujeres,5196.7
nov-13,Agencias de empleo temporario,Mujeres,5179.2
dic-13,Agencias de empleo temporario,Mujeres,6649
ene-14,Agencias de empleo temporario,Mujeres,5768.1
feb-14,Agencias de empleo temporario,Mujeres,5846.6
mar-14,Agencias de empleo temporario,Mujeres,5866.1
abr-14,Agencias de empleo temporario,Mujeres,6205.8
may-14,Agencias de empleo temporario,Mujeres,6413.9
jun-14,Agencias de empleo temporario,Mujeres,8190.7
jul-14,Agencias de empleo temporario,Mujeres,6945.3
ago-14,Agencias de empleo temporario,Mujeres,6625.4
sep-14,Agencias de empleo temporario,Mujeres,6737.6
oct-14,Agencias de empleo temporario,Mujeres,7054.7
nov-14,Agencias de empleo temporario,Mujeres,6997.8
dic-14,Agencias de empleo temporario,Mujeres,8900.9
ene-15,Agencias de empleo temporario,Mujeres,7565.1
feb-15,Agencias de empleo temporario,Mujeres,7716.8
mar-15,Agencias de empleo temporario,Mujeres,7392.2
abr-15,Agencias de empleo temporario,Mujeres,7407.4
may-15,Agencias de empleo temporario,Mujeres,7989.8
jun-15,Agencias de empleo temporario,Mujeres,10670.7
jul-15,Agencias de empleo temporario,Mujeres,8854.6
ago-15,Agencias de empleo temporario,Mujeres,8689.8
sep-15,Agencias de empleo temporario,Mujeres,8881.9
oct-15,Agencias de empleo temporario,Mujeres,8802.1
nov-15,Agencias de empleo temporario,Mujeres,8787.1
dic-15,Agencias de empleo temporario,Mujeres,11229.3
ene-16,Agencias de empleo temporario,Mujeres,9910
feb-16,Agencias de empleo temporario,Mujeres,10551.6
mar-16,Agencias de empleo temporario,Mujeres,10963.3
abr-16,Agencias de empleo temporario,Mujeres,11188.5
may-16,Agencias de empleo temporario,Mujeres,11674
jun-16,Agencias de empleo temporario,Mujeres,14926.5
jul-16,Agencias de empleo temporario,Mujeres,12626.9
ago-16,Agencias de empleo temporario,Mujeres,11978.1
sep-16,Agencias de empleo temporario,Mujeres,12106.8
oct-16,Agencias de empleo temporario,Mujeres,12318.5
nov-16,Agencias de empleo temporario,Mujeres,11539.9
dic-16,Agencias de empleo temporario,Mujeres,15633.3
ene-17,Agencias de empleo temporario,Mujeres,13561.8
feb-17,Agencias de empleo temporario,Mujeres,14430.8
mar-17,Agencias de empleo temporario,Mujeres,13213.9
abr-17,Agencias de empleo temporario,Mujeres,14178.2
may-17,Agencias de empleo temporario,Mujeres,14343.7
jun-17,Agencias de empleo temporario,Mujeres,18515.1
jul-17,Agencias de empleo temporario,Mujeres,15740.4
ago-17,Agencias de empleo temporario,Mujeres,15266
sep-17,Agencias de empleo temporario,Mujeres,14869.7
oct-17,Agencias de empleo temporario,Mujeres,15011.6
nov-17,Agencias de empleo temporario,Mujeres,14910
dic-17,Agencias de empleo temporario,Mujeres,18887.9
ene-18,Agencias de empleo temporario,Mujeres,16900.5
feb-18,Agencias de empleo temporario,Mujeres,18135.7
mar-18,Agencias de empleo temporario,Mujeres,16823.3
abr-18,Agencias de empleo temporario,Mujeres,17281.9
may-18,Agencias de empleo temporario,Mujeres,17248.3
jun-18,Agencias de empleo temporario,Mujeres,22117.9
jul-18,Agencias de empleo temporario,Mujeres,19112.9
ago-18,Agencias de empleo temporario,Mujeres,18543.8
sep-18,Agencias de empleo temporario,Mujeres,18002.2
oct-18,Agencias de empleo temporario,Mujeres,19016.5
nov-18,Agencias de empleo temporario,Mujeres,19994.6
dic-18,Agencias de empleo temporario,Mujeres,24234.4
ene-19,Agencias de empleo temporario,Mujeres,23869.3
feb-19,Agencias de empleo temporario,Mujeres,23281.6
mar-19,Agencias de empleo temporario,Mujeres,22835.7
abr-19,Agencias de empleo temporario,Mujeres,23850.9
may-19,Agencias de empleo temporario,Mujeres,24016.4
jun-19,Agencias de empleo temporario,Mujeres,30781.6
jul-19,Agencias de empleo temporario,Mujeres,26517.5
ago-19,Agencias de empleo temporario,Mujeres,26190.5
sep-19,Agencias de empleo temporario,Mujeres,27296.5
oct-19,Agencias de empleo temporario,Mujeres,26312.5
nov-19,Agencias de empleo temporario,Mujeres,26851.2
dic-19,Agencias de empleo temporario,Mujeres,33720.9
ene-20,Agencias de empleo temporario,Mujeres,34459
feb-20,Agencias de empleo temporario,Mujeres,35423.5
mar-20,Agencias de empleo temporario,Mujeres,31343.5
abr-20,Agencias de empleo temporario,Mujeres,40471.3
may-20,Agencias de empleo temporario,Mujeres,41386.9
jun-20,Agencias de empleo temporario,Mujeres,51184.8
jul-20,Agencias de empleo temporario,Mujeres,42478.5
ago-20,Agencias de empleo temporario,Mujeres,43005.5
sep-20,Agencias de empleo temporario,Mujeres,42453.7
oct-20,Agencias de empleo temporario,Mujeres,44663.3
nov-20,Agencias de empleo temporario,Mujeres,44989.6
dic-20,Agencias de empleo temporario,Mujeres,58399.5
ene-21,Agencias de empleo temporario,Mujeres,48380.6
feb-21,Agencias de empleo temporario,Mujeres,53472.1
mar-21,Agencias de empleo temporario,Mujeres,52147.5
abr-21,Agencias de empleo temporario,Mujeres,53364.2
may-21,Agencias de empleo temporario,Mujeres,58742.3
jun-21,Agencias de empleo temporario,Mujeres,77497.6
jul-21,Agencias de empleo temporario,Mujeres,63624.9
ago-21,Agencias de empleo temporario,Mujeres,62293.4
sep-21,Agencias de empleo temporario,Mujeres,65090
oct-21,Agencias de empleo temporario,Mujeres,67198.4
nov-21,Agencias de empleo temporario,Mujeres,68176.5
dic-21,Agencias de empleo temporario,Mujeres,85842.1
ene-22,Agencias de empleo temporario,Mujeres,67181
feb-22,Agencias de empleo temporario,Mujeres,78045.9
mar-22,Agencias de empleo temporario,Mujeres,81030.7
abr-22,Agencias de empleo temporario,Mujeres,86296.8
may-22,Agencias de empleo temporario,Mujeres,92727.9
jun-22,Agencias de empleo temporario,Mujeres,120637.5
jul-22,Agencias de empleo temporario,Mujeres,100103.8
ago-22,Agencias de empleo temporario,Mujeres,109995
sep-22,Agencias de empleo temporario,Mujeres,114252.7
oct-22,Agencias de empleo temporario,Mujeres,117790.8
ene-96,nan,Varones,597
feb-96,nan,Varones,569.9
mar-96,nan,Varones,576.1
abr-96,nan,Varones,574.1
may-96,nan,Varones,585.3
jun-96,nan,Varones,770.1
jul-96,nan,Varones,581.7
ago-96,nan,Varones,568
sep-96,nan,Varones,564.1
oct-96,nan,Varones,581
nov-96,nan,Varones,570.1
dic-96,nan,Varones,792.7
ene-97,nan,Varones,587.1
feb-97,nan,Varones,553.2
mar-97,nan,Varones,564.4
abr-97,nan,Varones,554.9
may-97,nan,Varones,573.5
jun-97,nan,Varones,750.2
jul-97,nan,Varones,572.8
ago-97,nan,Varones,570
sep-97,nan,Varones,566.8
oct-97,nan,Varones,571.3
nov-97,nan,Varones,544.8
dic-97,nan,Varones,758
ene-98,nan,Varones,564.6
feb-98,nan,Varones,545.6
mar-98,nan,Varones,570.2
abr-98,nan,Varones,568.8
may-98,nan,Varones,570.5
jun-98,nan,Varones,740.6
jul-98,nan,Varones,563.1
ago-98,nan,Varones,555.8
sep-98,nan,Varones,553.4
oct-98,nan,Varones,556.6
nov-98,nan,Varones,537
dic-98,nan,Varones,734.2
ene-99,nan,Varones,544.1
feb-99,nan,Varones,530.9
mar-99,nan,Varones,532.7
abr-99,nan,Varones,533.7
may-99,nan,Varones,547.8
jun-99,nan,Varones,703.1
jul-99,nan,Varones,541
ago-99,nan,Varones,542.8
sep-99,nan,Varones,546.3
oct-99,nan,Varones,545.9
nov-99,nan,Varones,549.9
dic-99,nan,Varones,721.8
ene-00,nan,Varones,552.2
feb-00,nan,Varones,542.7
mar-00,nan,Varones,557.4
abr-00,nan,Varones,537.2
may-00,nan,Varones,555.3
jun-00,nan,Varones,727.7
jul-00,nan,Varones,554.2
ago-00,nan,Varones,550.3
sep-00,nan,Varones,558.9
oct-00,nan,Varones,552.1
nov-00,nan,Varones,543.8
dic-00,nan,Varones,731.8
ene-01,nan,Varones,558.5
feb-01,nan,Varones,529.1
mar-01,nan,Varones,533.2
abr-01,nan,Varones,536.4
may-01,nan,Varones,531.6
jun-01,nan,Varones,700.1
jul-01,nan,Varones,502.5
ago-01,nan,Varones,517.9
sep-01,nan,Varones,512.9
oct-01,nan,Varones,511.8
nov-01,nan,Varones,512.4
dic-01,nan,Varones,677.5
ene-02,nan,Varones,531.3
feb-02,nan,Varones,514.6
mar-02,nan,Varones,538.3
abr-02,nan,Varones,544.5
may-02,nan,Varones,567.8
jun-02,nan,Varones,719.6
jul-02,nan,Varones,606.3
ago-02,nan,Varones,601.1
sep-02,nan,Varones,600.2
oct-02,nan,Varones,614.8
nov-02,nan,Varones,596.8
dic-02,nan,Varones,772.4
ene-03,nan,Varones,633.4
feb-03,nan,Varones,597.1
mar-03,nan,Varones,637.1
abr-03,nan,Varones,643.6
may-03,nan,Varones,672.3
jun-03,nan,Varones,844.3
jul-03,nan,Varones,689.2
ago-03,nan,Varones,670.3
sep-03,nan,Varones,685.7
oct-03,nan,Varones,721.2
nov-03,nan,Varones,720.5
dic-03,nan,Varones,934.5
ene-04,nan,Varones,794.4
feb-04,nan,Varones,777.4
mar-04,nan,Varones,821.6
abr-04,nan,Varones,822.4
may-04,nan,Varones,838.1
jun-04,nan,Varones,1079.3
jul-04,nan,Varones,831.9
ago-04,nan,Varones,823.6
sep-04,nan,Varones,826
oct-04,nan,Varones,854.9
nov-04,nan,Varones,831.5
dic-04,nan,Varones,1143.5
ene-05,nan,Varones,935.1
feb-05,nan,Varones,885.2
mar-05,nan,Varones,930.5
abr-05,nan,Varones,947.5
may-05,nan,Varones,987.2
jun-05,nan,Varones,1233.3
jul-05,nan,Varones,988.7
ago-05,nan,Varones,1021.5
sep-05,nan,Varones,1039.6
oct-05,nan,Varones,1084.6
nov-05,nan,Varones,1116
dic-05,nan,Varones,1449.8
ene-06,nan,Varones,1133.9
feb-06,nan,Varones,1090.6
mar-06,nan,Varones,1153
abr-06,nan,Varones,1179.5
may-06,nan,Varones,1224.5
jun-06,nan,Varones,1576.1
jul-06,nan,Varones,1267.8
ago-06,nan,Varones,1313.1
sep-06,nan,Varones,1279.5
oct-06,nan,Varones,1300
nov-06,nan,Varones,1296.9
dic-06,nan,Varones,1764.8
ene-07,nan,Varones,1389
feb-07,nan,Varones,1301.6
mar-07,nan,Varones,1359.5
abr-07,nan,Varones,1380.4
may-07,nan,Varones,1467.1
jun-07,nan,Varones,1929.3
jul-07,nan,Varones,1498.6
ago-07,nan,Varones,1515.3
sep-07,nan,Varones,1460.1
oct-07,nan,Varones,1525.8
nov-07,nan,Varones,1497.9
dic-07,nan,Varones,2058.8
ene-08,nan,Varones,1711.1
feb-08,nan,Varones,1592.7
mar-08,nan,Varones,1620.3
abr-08,nan,Varones,1698
may-08,nan,Varones,1796.9
jun-08,nan,Varones,2347.2
jul-08,nan,Varones,1949.6
ago-08,nan,Varones,1942.7
sep-08,nan,Varones,1932.2
oct-08,nan,Varones,2000.9
nov-08,nan,Varones,1938
dic-08,nan,Varones,2638.2
ene-09,nan,Varones,2087.6
feb-09,nan,Varones,1965.2
mar-09,nan,Varones,2056
abr-09,nan,Varones,2072.3
may-09,nan,Varones,2081.2
jun-09,nan,Varones,2750.5
jul-09,nan,Varones,2173.8
ago-09,nan,Varones,2205.6
sep-09,nan,Varones,2193.7
oct-09,nan,Varones,2256.2
nov-09,nan,Varones,2244.5
dic-09,nan,Varones,2987.1
ene-10,nan,Varones,2364.2
feb-10,nan,Varones,2318.2
mar-10,nan,Varones,2522.3
abr-10,nan,Varones,2505.7
may-10,nan,Varones,2678.8
jun-10,nan,Varones,3561.6
jul-10,nan,Varones,2845.1
ago-10,nan,Varones,2900.2
sep-10,nan,Varones,2912.9
oct-10,nan,Varones,3013.8
nov-10,nan,Varones,2991.3
dic-10,nan,Varones,3969.2
ene-11,nan,Varones,3187
feb-11,nan,Varones,3076.4
mar-11,nan,Varones,3422.9
abr-11,nan,Varones,3313.4
may-11,nan,Varones,3450.3
jun-11,nan,Varones,4480.7
jul-11,nan,Varones,3645.3
ago-11,nan,Varones,3679.2
sep-11,nan,Varones,3745.4
oct-11,nan,Varones,3693.3
nov-11,nan,Varones,3793
dic-11,nan,Varones,5157.1
ene-12,nan,Varones,4009.6
feb-12,nan,Varones,4078.2
mar-12,nan,Varones,4159.2
abr-12,nan,Varones,4164.2
may-12,nan,Varones,4433.7
jun-12,nan,Varones,5806.1
jul-12,nan,Varones,4565.9
ago-12,nan,Varones,4716.5
sep-12,nan,Varones,4682.8
oct-12,nan,Varones,4937.6
nov-12,nan,Varones,4989.5
dic-12,nan,Varones,6556
ene-13,nan,Varones,5433.5
feb-13,nan,Varones,5328.6
mar-13,nan,Varones,5312.6
abr-13,nan,Varones,5355
may-13,nan,Varones,5789.9
jun-13,nan,Varones,7318
jul-13,nan,Varones,5997
ago-13,nan,Varones,5999
sep-13,nan,Varones,5835.7
oct-13,nan,Varones,6236.6
nov-13,nan,Varones,6249.1
dic-13,nan,Varones,8492
ene-14,nan,Varones,6772.7
feb-14,nan,Varones,6611.7
mar-14,nan,Varones,6807.6
abr-14,nan,Varones,7050.2
may-14,nan,Varones,7490.4
jun-14,nan,Varones,9312.2
jul-14,nan,Varones,7888.8
ago-14,nan,Varones,7750
sep-14,nan,Varones,7547.9
oct-14,nan,Varones,8180.9
nov-14,nan,Varones,8199.9
dic-14,nan,Varones,11213.3
ene-15,nan,Varones,8989.4
feb-15,nan,Varones,9169.5
mar-15,nan,Varones,9032.3
abr-15,nan,Varones,9073.9
may-15,nan,Varones,9300.8
jun-15,nan,Varones,12176.9
jul-15,nan,Varones,10614.1
ago-15,nan,Varones,10328.6
sep-15,nan,Varones,10546
oct-15,nan,Varones,10790
nov-15,nan,Varones,10950.8
dic-15,nan,Varones,14853.3
ene-16,nan,Varones,11757.9
feb-16,nan,Varones,12594
mar-16,nan,Varones,12793.3
abr-16,nan,Varones,12961.9
may-16,nan,Varones,13796.4
jun-16,nan,Varones,17625.3
jul-16,nan,Varones,15029.8
ago-16,nan,Varones,15059.3
sep-16,nan,Varones,14716
oct-16,nan,Varones,15347.3
nov-16,nan,Varones,15739.9
dic-16,nan,Varones,20989.7
ene-17,nan,Varones,17023.8
feb-17,nan,Varones,17220.1
mar-17,nan,Varones,17079.2
abr-17,nan,Varones,17338.8
may-17,nan,Varones,17839.8
jun-17,nan,Varones,23012
jul-17,nan,Varones,19492.8
ago-17,nan,Varones,19113.6
sep-17,nan,Varones,18734.2
oct-17,nan,Varones,19221.3
nov-17,nan,Varones,19858.6
dic-17,nan,Varones,25668.2
ene-18,nan,Varones,21138.8
feb-18,nan,Varones,21387.6
mar-18,nan,Varones,22072.8
abr-18,nan,Varones,21588.1
may-18,nan,Varones,22530.5
jun-18,nan,Varones,28590
jul-18,nan,Varones,24618.7
ago-18,nan,Varones,24874.2
sep-18,nan,Varones,23571.5
oct-18,nan,Varones,25116.4
nov-18,nan,Varones,26973.3
dic-18,nan,Varones,35432.9
ene-19,nan,Varones,29937.9
feb-19,nan,Varones,28750.4
mar-19,nan,Varones,30538.2
abr-19,nan,Varones,31290.1
may-19,nan,Varones,32383
jun-19,nan,Varones,41562
jul-19,nan,Varones,34994.2
ago-19,nan,Varones,35666.9
sep-19,nan,Varones,35298.7
oct-19,nan,Varones,38457.4
nov-19,nan,Varones,37296
dic-19,nan,Varones,50176.5
ene-20,nan,Varones,43697.9
feb-20,nan,Varones,44818.2
mar-20,nan,Varones,42898.2
abr-20,nan,Varones,45102.3
may-20,nan,Varones,46451.4
jun-20,nan,Varones,58429.6
jul-20,nan,Varones,46570.2
ago-20,nan,Varones,49192.9
sep-20,nan,Varones,48953.8
oct-20,nan,Varones,52356
nov-20,nan,Varones,53440
dic-20,nan,Varones,73458.1
ene-21,nan,Varones,57527.3
feb-21,nan,Varones,61563
mar-21,nan,Varones,63911.4
abr-21,nan,Varones,66474.6
may-21,nan,Varones,70289
jun-21,nan,Varones,93371.4
jul-21,nan,Varones,76848.3
ago-21,nan,Varones,77073.5
sep-21,nan,Varones,77415
oct-21,nan,Varones,81172.5
nov-21,nan,Varones,84942.8
dic-21,nan,Varones,114967
ene-22,nan,Varones,81731.4
feb-22,nan,Varones,86763.6
mar-22,nan,Varones,93991.7
abr-22,nan,Varones,99963.1
may-22,nan,Varones,108575.6
jun-22,nan,Varones,139722.8
jul-22,nan,Varones,116419.2
ago-22,nan,Varones,125270
sep-22,nan,Varones,130802
oct-22,nan,Varones,141545.2
ene-96,Enseñanza,Mujeres,511.7
feb-96,Enseñanza,Mujeres,508.8
mar-96,Enseñanza,Mujeres,498.5
abr-96,Enseñanza,Mujeres,498.2
may-96,Enseñanza,Mujeres,498.7
jun-96,Enseñanza,Mujeres,692.6
jul-96,Enseñanza,Mujeres,501.2
ago-96,Enseñanza,Mujeres,505
sep-96,Enseñanza,Mujeres,501.9
oct-96,Enseñanza,Mujeres,502.8
nov-96,Enseñanza,Mujeres,504.8
dic-96,Enseñanza,Mujeres,710.4
ene-97,Enseñanza,Mujeres,505.6
feb-97,Enseñanza,Mujeres,505.6
mar-97,Enseñanza,Mujeres,501.4
abr-97,Enseñanza,Mujeres,499.2
may-97,Enseñanza,Mujeres,497.5
jun-97,Enseñanza,Mujeres,693.4
jul-97,Enseñanza,Mujeres,500.6
ago-97,Enseñanza,Mujeres,496.1
sep-97,Enseñanza,Mujeres,501
oct-97,Enseñanza,Mujeres,501.1
nov-97,Enseñanza,Mujeres,503.7
dic-97,Enseñanza,Mujeres,699.5
ene-98,Enseñanza,Mujeres,495.9
feb-98,Enseñanza,Mujeres,506.7
mar-98,Enseñanza,Mujeres,507.6
abr-98,Enseñanza,Mujeres,511.7
may-98,Enseñanza,Mujeres,511.2
jun-98,Enseñanza,Mujeres,711.5
jul-98,Enseñanza,Mujeres,512.8
ago-98,Enseñanza,Mujeres,511.9
sep-98,Enseñanza,Mujeres,512.4
oct-98,Enseñanza,Mujeres,512.4
nov-98,Enseñanza,Mujeres,515.5
dic-98,Enseñanza,Mujeres,735.4
ene-99,Enseñanza,Mujeres,519.4
feb-99,Enseñanza,Mujeres,517.4
mar-99,Enseñanza,Mujeres,515
abr-99,Enseñanza,Mujeres,521.8
may-99,Enseñanza,Mujeres,518.2
jun-99,Enseñanza,Mujeres,727.3
jul-99,Enseñanza,Mujeres,521.2
ago-99,Enseñanza,Mujeres,517.5
sep-99,Enseñanza,Mujeres,520.6
oct-99,Enseñanza,Mujeres,521.3
nov-99,Enseñanza,Mujeres,518.3
dic-99,Enseñanza,Mujeres,737.8
ene-00,Enseñanza,Mujeres,522.8
feb-00,Enseñanza,Mujeres,520.3
mar-00,Enseñanza,Mujeres,516.8
abr-00,Enseñanza,Mujeres,522.2
may-00,Enseñanza,Mujeres,520
jun-00,Enseñanza,Mujeres,724.5
jul-00,Enseñanza,Mujeres,523.5
ago-00,Enseñanza,Mujeres,518.8
sep-00,Enseñanza,Mujeres,520
oct-00,Enseñanza,Mujeres,520.7
nov-00,Enseñanza,Mujeres,521.9
dic-00,Enseñanza,Mujeres,746.6
ene-01,Enseñanza,Mujeres,534.2
feb-01,Enseñanza,Mujeres,533.7
mar-01,Enseñanza,Mujeres,528.4
abr-01,Enseñanza,Mujeres,534
may-01,Enseñanza,Mujeres,533.3
jun-01,Enseñanza,Mujeres,722.3
jul-01,Enseñanza,Mujeres,534.5
ago-01,Enseñanza,Mujeres,523.1
sep-01,Enseñanza,Mujeres,528.6
oct-01,Enseñanza,Mujeres,523.7
nov-01,Enseñanza,Mujeres,523.9
dic-01,Enseñanza,Mujeres,734.5
ene-02,Enseñanza,Mujeres,535
feb-02,Enseñanza,Mujeres,527.7
mar-02,Enseñanza,Mujeres,523.3
abr-02,Enseñanza,Mujeres,524.3
may-02,Enseñanza,Mujeres,519.8
jun-02,Enseñanza,Mujeres,691.4
jul-02,Enseñanza,Mujeres,539.1
ago-02,Enseñanza,Mujeres,526.7
sep-02,Enseñanza,Mujeres,522.6
oct-02,Enseñanza,Mujeres,527.5
nov-02,Enseñanza,Mujeres,529.6
dic-02,Enseñanza,Mujeres,742.9
ene-03,Enseñanza,Mujeres,538
feb-03,Enseñanza,Mujeres,538.8
mar-03,Enseñanza,Mujeres,536.7
abr-03,Enseñanza,Mujeres,541.8
may-03,Enseñanza,Mujeres,542.4
jun-03,Enseñanza,Mujeres,738.4
jul-03,Enseñanza,Mujeres,543.5
ago-03,Enseñanza,Mujeres,538.4
sep-03,Enseñanza,Mujeres,547.4
oct-03,Enseñanza,Mujeres,543.9
nov-03,Enseñanza,Mujeres,559.4
dic-03,Enseñanza,Mujeres,772.6
ene-04,Enseñanza,Mujeres,567.9
feb-04,Enseñanza,Mujeres,584.7
mar-04,Enseñanza,Mujeres,583.6
abr-04,Enseñanza,Mujeres,589.5
may-04,Enseñanza,Mujeres,586.5
jun-04,Enseñanza,Mujeres,811.2
jul-04,Enseñanza,Mujeres,612.7
ago-04,Enseñanza,Mujeres,627.1
sep-04,Enseñanza,Mujeres,630.4
oct-04,Enseñanza,Mujeres,633.4
nov-04,Enseñanza,Mujeres,638.8
dic-04,Enseñanza,Mujeres,911.5
ene-05,Enseñanza,Mujeres,676.4
feb-05,Enseñanza,Mujeres,689.9
mar-05,Enseñanza,Mujeres,696.4
abr-05,Enseñanza,Mujeres,747.9
may-05,Enseñanza,Mujeres,746.1
jun-05,Enseñanza,Mujeres,1029.2
jul-05,Enseñanza,Mujeres,747.7
ago-05,Enseñanza,Mujeres,799.5
sep-05,Enseñanza,Mujeres,815.6
oct-05,Enseñanza,Mujeres,826
nov-05,Enseñanza,Mujeres,836
dic-05,Enseñanza,Mujeres,1230.2
ene-06,Enseñanza,Mujeres,854.9
feb-06,Enseñanza,Mujeres,873.7
mar-06,Enseñanza,Mujeres,951.7
abr-06,Enseñanza,Mujeres,973.4
may-06,Enseñanza,Mujeres,969.4
jun-06,Enseñanza,Mujeres,1391.2
jul-06,Enseñanza,Mujeres,980.1
ago-06,Enseñanza,Mujeres,983.5
sep-06,Enseñanza,Mujeres,1013.1
oct-06,Enseñanza,Mujeres,1008.1
nov-06,Enseñanza,Mujeres,1015
